rc	context	simul	
http://dbpedia.org/resource/Perseus	Greek	Medusa's head	
http://dbpedia.org/resource/Perun	Slavic	fire, oak, iris, eagle, hammer, mace or axe	
http://dbpedia.org/resource/Phanes	Greek	Serpent	
http://dbpedia.org/resource/Psyche_(mythology)	Greek	Butterfly wings	
http://dbpedia.org/resource/Ptah	Egyptian	the djed pillar, the bull	
http://dbpedia.org/resource/Tarvos_Trigaranus	Celtic	Bull with three cranes	
http://dbpedia.org/resource/Tethys_(mythology)	Greek	Winged brow	
http://dbpedia.org/resource/Juventas	Roman	Chalice	
http://dbpedia.org/resource/Nang_Kwak	Southeast Asian	Beckoning hand, bag full of money	
http://dbpedia.org/resource/Wangbren	Manipuri	Water	
http://dbpedia.org/resource/Oshunmare	Yoruba	permanence, wealth	
